model,comparison,pairs,composite_score_delta_mean,composite_score_delta_sd,composite_score_delta_ci_low,composite_score_delta_ci_high,use_case_recall_delta_mean,use_case_recall_delta_sd,use_case_recall_delta_ci_low,use_case_recall_delta_ci_high,path_fidelity_delta_mean,path_fidelity_delta_sd,path_fidelity_delta_ci_low,path_fidelity_delta_ci_high,unsupported_feature_rate_delta_mean,unsupported_feature_rate_delta_sd,unsupported_feature_rate_delta_ci_low,unsupported_feature_rate_delta_ci_high,elapsed_sec_delta_mean,elapsed_sec_delta_sd,elapsed_sec_delta_ci_low,elapsed_sec_delta_ci_high
llama3.2:3b,bm25_minus_readme_plus_code,0,,,,,,,,,,,,,,,,,,,,
llama3.2:3b,bm25_minus_random_code,0,,,,,,,,,,,,,,,,,,,,
llama3.2:3b,full_minus_readme_plus_code,16,0.6897813026494469,20.169302420766087,-9.291657957145915,10.085430803135853,0.008703796203796212,0.22161288108449104,-0.09504020718864466,0.12289106726606726,0.012278919617089261,0.1341551958406391,-0.048569418676561525,0.07763394226061628,-0.00830523643023643,0.4794210643844508,-0.24293893606393605,0.22105082417582417,1.4573124999999998,14.597488869522502,-5.251935937500001,8.53327812499999
llama3.2:3b,readme_plus_code_minus_file_tree,16,4.430723062420529,19.64261239983634,-4.411177951536509,13.924639884870768,0.016963367514838096,0.3010683238200102,-0.12365179550841315,0.16566998412127082,0.020126769931457428,0.11933485529927003,-0.03276261498917749,0.0772246460137085,-0.1558531746031746,0.3445723526924742,-0.3279073660714285,-0.004848090277777849,6.3451249999999995,13.435787399702333,0.6120312500000004,13.200971875
llama3.2:3b,readme_plus_code_minus_random_code,16,7.085452558984977,16.137093723114848,-0.5445408660402065,14.713957540152846,0.09111877705627705,0.19641416181353627,-0.0014051573426573482,0.18790936927655671,0.013913972312409808,0.09706623844794256,-0.0376987931773088,0.05970386763843792,-0.015922619047619047,0.35898647825814334,-0.18841145833333336,0.1549367559523808,5.557875,11.28741602478914,0.715346875,11.274693749999994
llama3.2:3b,routes_minus_file_tree,0,,,,,,,,,,,,,,,,,,,,
llama3.2:3b,models_minus_file_tree,0,,,,,,,,,,,,,,,,,,,,
llama3.2:3b,oracle_upper_bound_minus_readme_plus_code,16,-4.2141516211900285,17.671474640578378,-12.49840139034574,4.1081987998892044,-0.07259771478521479,0.20374490383839947,-0.17016811313686311,0.025882333812021263,0.04428295229076479,0.17437529157676154,-0.03326137350063131,0.12989056299603172,0.04821428571428571,0.46769525451515315,-0.1635677083333333,0.2771874999999994,1.7289375,16.083675610045322,-5.115882812499998,10.346326562499996
qwen2.5:3b,readme_plus_code_minus_readme_only,16,-2.90127930878947,14.882731542201102,-9.930540065736785,4.4256222278039274,-0.019916021478521475,0.2951718332138301,-0.1572459961913087,0.1329093432609057,0.041366197047000626,0.11867019526806835,-0.016991536458333317,0.09643295961850636,0.07983630952380952,0.2822526639011393,-0.06391369047619047,0.21020275297619043,14.437250000000002,15.340854493801835,7.005378125000003,21.5295671875
qwen2.5:3b,bm25_minus_readme_plus_code,0,,,,,,,,,,,,,,,,,,,,
qwen2.5:3b,bm25_minus_random_code,0,,,,,,,,,,,,,,,,,,,,
qwen2.5:3b,full_minus_readme_plus_code,16,-0.4916624739466394,16.919840386938773,-9.226051461498495,7.255896076344917,-0.01934309562986034,0.1845237957161592,-0.1098329535048285,0.07044504974192457,-0.02237913520837629,0.07767565203385132,-0.06401613190257165,0.008763509349446849,0.07189980158730158,0.30963067002028133,-0.07551587301587302,0.21955233134920613,1.5293750000000004,18.974990184889865,-7.668642187500001,10.458743749999995
qwen2.5:3b,readme_plus_code_minus_file_tree,16,7.616667742397368,15.190433915812207,0.04238712496677985,14.712819065927137,0.19352332716303305,0.2737299939760666,0.056388062764441436,0.32898419289044284,0.06008962391774892,0.11638108001304147,0.00759348789231602,0.11878485186688306,-0.05558035714285714,0.4421892298061296,-0.25625558035714285,0.16969866071428535,20.386000000000003,14.02017698889711,13.2836625,26.749174999999997
qwen2.5:3b,readme_plus_code_minus_random_code,16,2.759371653004452,14.93483068556021,-5.122259760619044,9.73055417929731,0.017065287653522943,0.19932117077840583,-0.08822600193923724,0.1049563587454212,-0.0694292252886003,0.14854104960162423,-0.1430693035263348,-0.001172272389069281,-0.04516369047619047,0.39352047624118425,-0.23005952380952377,0.15811569940476194,0.2823750000000014,16.502913891693993,-8.159606249999998,7.8926921875
qwen2.5:3b,routes_minus_file_tree,0,,,,,,,,,,,,,,,,,,,,
qwen2.5:3b,models_minus_file_tree,0,,,,,,,,,,,,,,,,,,,,
qwen2.5:3b,oracle_upper_bound_minus_readme_plus_code,16,1.8163561181318508,10.578223082734535,-3.407724540264746,7.151454820758682,0.010029951665981082,0.1528297921800414,-0.06900148335120762,0.07794606129164938,0.040377724953617807,0.12594219133834514,-0.015245748299319736,0.1095994946273964,-0.023660714285714285,0.30472993228866285,-0.18660714285714286,0.11032924107142823,2.5605624999999987,17.020258419380713,-4.977356250000001,11.444562499999993
pooled,readme_plus_code_minus_readme_only,16,-3.745120734368898,13.07296200879339,-9.850098149859207,2.7359289731580683,-0.02252829890697538,0.19759718417177166,-0.1177659335150144,0.08029428674879042,0.028119559218889575,0.07508703588380598,-0.004960240425084172,0.06499453492729154,0.11523644179894182,0.242615287552809,-0.004915881283068761,0.2312855489417988,13.909083333333333,9.509470532832774,9.200178124999999,18.292869791666664
pooled,bm25_minus_readme_plus_code,0,,,,,,,,,,,,,,,,,,,,
pooled,bm25_minus_random_code,0,,,,,,,,,,,,,,,,,,,,
pooled,full_minus_readme_plus_code,16,0.9708967032363764,11.337118521897168,-4.630477020268354,6.132957187234647,0.0010914636833754604,0.11687695550811274,-0.05752765285164181,0.057615627071049884,0.005460973109782635,0.0505064928433282,-0.017434625069251183,0.03054834367985408,0.0009600931475931551,0.24747595672477368,-0.11571045274170276,0.1258619664479039,1.8002708333333346,7.806694979755805,-1.6700442708333334,5.560422916666665
pooled,readme_plus_code_minus_file_tree,16,0.12784024572712893,11.21675217620897,-5.020174090947151,5.441854406762457,0.04019569074716131,0.18450036102342043,-0.05326639200260526,0.1254364168817293,0.019944816468253964,0.10467110231579321,-0.029277911180254926,0.06668542051842831,0.030266203703703712,0.2503478595651826,-0.08063884755291006,0.15169518849206348,14.196520833333336,7.704093042944889,10.523775520833336,17.753551041666665
pooled,readme_plus_code_minus_random_code,16,0.770669316516142,12.20235481081398,-4.554994534746077,7.075660462393965,0.016868741960653712,0.12195097936060764,-0.04013556067094673,0.07702824085636578,-0.02115250345719096,0.0708094442313809,-0.05465803449299543,0.01214091623075996,0.04270833333333335,0.21441911754808993,-0.06519221230158728,0.1434027777777778,2.268270833333335,7.8238821255404805,-1.53574270833333,5.770728645833326
pooled,routes_minus_file_tree,0,,,,,,,,,,,,,,,,,,,,
pooled,models_minus_file_tree,0,,,,,,,,,,,,,,,,,,,,
pooled,oracle_upper_bound_minus_readme_plus_code,16,-0.7325104880806527,12.821295961244807,-6.742051080815061,5.278166548942448,-0.015370954617278132,0.1524642486115741,-0.0873606537967751,0.05635892089936209,0.03141177667405346,0.09763363348481995,-0.011610459062886517,0.08272521143084757,0.012648809523809531,0.27268370939751846,-0.12066406250000002,0.13842447916666661,4.322666666666666,10.703662377031586,-0.4040812499999988,9.798800520833323
